Product_ID,Channel,Price,Promotion,Competitor_Price,Location_Type,Weekday,Stock_Availability,Sales,Revenue
606,Online,78.35,1,59.02,Rural,Sunday,Low Stock,491.5088968542048,38509.72206852694
607,Online,50.48,1,17.01,Urban,Monday,Low Stock,222.78974763877764,11246.426460805496
608,Online,79.9,1,95.99,Urban,Friday,In Stock,448.6963340389634,35850.83708971318
609,Online,15.88,0,32.23,Urban,Wednesday,In Stock,666.4774525607984,10583.66194666548
610,Physical,53.88,0,87.37,Urban,Saturday,In Stock,340.442346928406,18343.03365250252
611,Online,13.03,0,25.19,Urban,Wednesday,In Stock,526.0341614949429,6854.225124279105
612,Physical,15.64,0,86.85,Urban,Monday,In Stock,518.4694700006215,8108.862510809721
613,Physical,91.58,0,11.19,Urban,Saturday,Out of Stock,130.95536959382346,11992.892747402351
614,Online,22.53,0,56.06,Urban,Saturday,Low Stock,724.8968820427339,16331.926752422794
615,Physical,57.92,1,79.25,Suburban,Friday,Low Stock,568.1244345786139,32905.76725079332
616,Physical,47.0,0,94.13,Rural,Wednesday,Out of Stock,575.4550688562923,27046.388236245737
617,Online,41.26,0,91.83,Urban,Wednesday,Low Stock,528.0035423573486,21785.4261576642
618,Online,90.99,0,83.77,Urban,Wednesday,In Stock,197.56166859023773,17976.13622502573
619,Physical,11.96,0,89.94,Urban,Friday,In Stock,519.5276793102339,6213.551044550398
620,Physical,69.74,0,27.93,Urban,Saturday,Low Stock,429.61303256422326,29961.21289102893
621,Online,96.71,1,35.58,Suburban,Monday,In Stock,347.9642148345735,33651.619216651605
622,Online,60.42,0,36.01,Suburban,Wednesday,In Stock,283.5211644043516,17130.348753310922
623,Online,94.31,1,43.93,Urban,Thursday,In Stock,355.569819874314,33533.78971234655
624,Online,14.7,0,45.4,Urban,Friday,Out of Stock,605.5097963283948,8900.994006027404
625,Physical,47.69,1,59.01,Urban,Tuesday,In Stock,596.5538847583313,28449.654764124814
626,Online,33.41,0,24.39,Suburban,Monday,Low Stock,354.8660799784155,11856.07573207886
627,Online,75.77,0,72.21,Urban,Thursday,In Stock,221.69467210628468,16797.805305493188
628,Physical,98.32,0,25.08,Rural,Wednesday,In Stock,165.33534567784537,16255.771187045755
629,Online,33.09,1,37.93,Suburban,Tuesday,In Stock,670.9498635936707,22201.730986314564
630,Online,68.88,0,55.3,Urban,Monday,Low Stock,454.95769651072106,31337.486135658462
631,Physical,27.83,0,81.68,Suburban,Friday,In Stock,606.9953264925163,16892.679936286728
632,Physical,60.88,1,76.55,Rural,Tuesday,Low Stock,522.9319588533888,31836.09765499431
633,Online,51.75,1,68.1,Suburban,Saturday,In Stock,503.4003237939383,26050.966756336307
634,Online,97.48,0,24.02,Urban,Sunday,In Stock,191.62715955456403,18679.815513378904
635,Online,64.77,1,59.23,Urban,Tuesday,In Stock,569.9421664302121,36915.154119684834
636,Online,41.46,0,17.87,Rural,Sunday,In Stock,491.64906122357615,20383.770078329468
637,Online,20.27,0,43.96,Suburban,Thursday,In Stock,490.79632350777325,9948.441477502563
638,Online,23.61,0,47.22,Suburban,Monday,In Stock,765.4281309527594,18071.75817179465
639,Online,30.28,1,13.58,Rural,Thursday,Low Stock,530.4203775777056,16061.129033052926
640,Online,32.59,1,34.66,Rural,Thursday,In Stock,520.5594550065098,16965.032638662156
641,Online,86.56,0,96.01,Rural,Wednesday,In Stock,536.6269438609551,46450.42826060427
642,Online,60.51,0,95.83,Urban,Friday,Low Stock,276.0453470237725,16703.503948408474
643,Online,57.11,0,41.71,Suburban,Tuesday,In Stock,431.5383694565356,24645.156279662748
644,Online,20.33,1,13.88,Suburban,Monday,In Stock,549.3251607366703,11167.780517776508
645,Online,87.41,1,26.12,Suburban,Saturday,In Stock,491.1234319871359,42929.09918999554
646,Physical,75.05,0,45.3,Suburban,Friday,In Stock,388.4173358650192,29150.721056669685
647,Online,16.09,1,95.3,Urban,Friday,In Stock,748.1952169841658,12038.461041275226
648,Physical,73.71,1,22.71,Suburban,Monday,Out of Stock,453.6983797546549,33442.10757171561
649,Physical,58.92,0,78.72,Suburban,Friday,In Stock,345.6617687879248,20366.39141698453
650,Online,17.36,0,19.78,Urban,Wednesday,In Stock,575.4819834478859,9990.3672326553
651,Online,51.25,0,98.31,Urban,Friday,In Stock,382.7864242986529,19617.80424530596
652,Online,53.62,0,44.35,Urban,Wednesday,Low Stock,436.87973808143647,23425.491555926623
653,Online,24.92,0,79.77,Urban,Tuesday,In Stock,575.8814341086024,14350.965337986374
654,Physical,95.11,0,40.83,Urban,Tuesday,Low Stock,72.46954236285748,6892.578174131375
655,Online,86.5,1,66.49,Urban,Thursday,Out of Stock,437.124205809605,37811.24380253083
656,Online,70.21,0,27.28,Suburban,Wednesday,Out of Stock,337.0236751706299,23662.43223372992
657,Online,51.61,0,23.14,Suburban,Saturday,Low Stock,300.1574026042209,15491.12354840384
658,Online,47.06,0,94.43,Suburban,Tuesday,In Stock,422.9078001157392,19902.04107344669
659,Physical,68.59,0,92.59,Rural,Friday,Low Stock,494.3327403428397,33906.28266011538
660,Online,59.09,0,89.87,Urban,Monday,In Stock,509.15650011608096,30086.057591859226
661,Online,15.6,0,66.29,Urban,Monday,Low Stock,600.6619089254044,9370.32577923631
662,Physical,56.13,0,82.74,Rural,Sunday,In Stock,469.9091772354884,26376.002118227963
663,Physical,82.58,0,16.21,Urban,Wednesday,Low Stock,186.7336983024404,15420.468805815524
664,Online,51.33,0,40.13,Rural,Saturday,In Stock,627.8231452664769,32226.162046528258
665,Online,14.68,0,38.23,Rural,Thursday,In Stock,495.2469159751912,7270.224726515807
666,Online,80.77,1,67.21,Suburban,Friday,Out of Stock,365.21366365312167,29498.30761326264
667,Online,28.12,0,42.04,Rural,Wednesday,In Stock,491.1027275210133,13809.808697890896
668,Online,33.28,0,23.37,Urban,Sunday,In Stock,412.1658953688882,13716.8809978766
669,Online,24.82,1,63.68,Urban,Monday,In Stock,608.338719158351,15098.96700951027
670,Online,39.72,0,83.29,Suburban,Wednesday,Out of Stock,714.9876090605986,28399.307831886978
671,Online,78.11,0,44.39,Urban,Friday,In Stock,202.42021819953925,15811.043243566011
672,Physical,56.74,1,21.9,Rural,Saturday,In Stock,448.95370687937054,25473.633328335487
673,Online,28.44,0,27.7,Urban,Saturday,In Stock,349.59269750714884,9942.416317103314
674,Online,89.0,0,31.37,Suburban,Tuesday,In Stock,197.1375228603972,17545.239534575347
675,Online,89.16,1,36.99,Suburban,Friday,Out of Stock,535.5315949895032,47747.99700926411
676,Physical,88.35,1,67.85,Suburban,Sunday,Low Stock,454.6195055721893,40165.63331730293
677,Online,31.49,1,64.09,Urban,Tuesday,In Stock,644.9020595188384,20307.96585424822
678,Online,50.61,0,72.65,Urban,Tuesday,In Stock,374.2168771872146,18939.11615444493
679,Physical,98.65,0,42.63,Rural,Tuesday,Low Stock,197.52284412832176,19485.628573258942
680,Physical,79.48,0,84.16,Urban,Wednesday,In Stock,572.4521521558503,45498.49705334698
681,Physical,12.45,0,28.37,Rural,Sunday,In Stock,563.1012246436911,7010.610246813954
682,Online,15.87,0,52.21,Suburban,Monday,In Stock,514.9035148357095,8171.51878044271
683,Online,51.75,0,82.08,Suburban,Saturday,In Stock,527.0957256969939,27277.203804819437
684,Physical,91.83,1,26.21,Suburban,Wednesday,In Stock,357.7813863211209,32855.064705868535
685,Physical,58.48,0,19.89,Urban,Monday,In Stock,251.1560346148124,14687.604904274229
686,Online,54.8,0,89.53,Suburban,Saturday,In Stock,450.3791751477926,24680.778798099032
687,Online,19.49,0,40.86,Rural,Sunday,In Stock,738.9586102107866,14402.30331300823
688,Online,69.11,0,71.55,Urban,Sunday,Low Stock,440.41525834466415,30437.09850419974
689,Physical,83.99,0,12.28,Rural,Friday,In Stock,73.69079886904575,6189.2901970111525
690,Online,44.24,0,72.1,Urban,Saturday,Out of Stock,540.3810148246412,23906.456095842128
691,Online,79.81,0,38.45,Urban,Saturday,In Stock,427.87382730279455,34148.61015703603
692,Online,96.8,0,15.02,Urban,Sunday,Low Stock,100.80218198472726,9757.651216121598
693,Online,28.34,1,64.88,Rural,Saturday,Low Stock,584.8857703316519,16575.662731199016
694,Online,57.1,1,31.67,Urban,Thursday,Out of Stock,608.8670954958518,34766.31115281314
695,Online,35.84,0,44.81,Rural,Friday,Low Stock,467.6712468826231,16761.337488273213
696,Physical,81.36,0,17.25,Rural,Wednesday,In Stock,235.45217772087105,19156.389179370068
697,Online,61.98,1,23.24,Urban,Wednesday,In Stock,295.94419701215213,18342.62133081319
698,Online,67.11,1,36.82,Urban,Monday,In Stock,545.8116308480867,36629.4185462151
699,Online,81.81,0,18.08,Suburban,Wednesday,In Stock,230.97809632493727,18896.31806034312
700,Online,45.64,1,91.97,Urban,Tuesday,In Stock,407.10170648432313,18580.121883944503
701,Online,92.36,0,10.54,Suburban,Saturday,Low Stock,46.3417666024132,3745.775113618877
702,Online,57.97,1,53.55,Urban,Wednesday,In Stock,448.0469384817303,25973.281023785905
703,Online,24.22,1,21.09,Urban,Monday,In Stock,450.1257706837364,10902.046165960095
704,Online,72.63,0,37.69,Suburban,Monday,Out of Stock,229.57882463000212,16674.310032877056
705,Online,81.39,1,93.35,Urban,Tuesday,In Stock,736.301989530343,52027.284594099125
706,Physical,38.51,0,24.55,Urban,Monday,In Stock,485.0673013666104,18679.941775628165
707,Online,87.15,1,96.92,Urban,Sunday,Low Stock,231.0804977005656,20138.66537460429
708,Physical,91.55,0,28.52,Urban,Thursday,In Stock,205.18280887794975,18784.486152776302
709,Online,34.92,1,76.74,Suburban,Sunday,In Stock,622.3106592646132,21731.08822152029
710,Physical,98.52,0,59.2,Rural,Saturday,Out of Stock,125.8866066063366,12402.348482856283
711,Physical,22.66,0,89.6,Urban,Saturday,Out of Stock,653.3286305535943,14804.426768344449
712,Online,28.18,0,59.86,Suburban,Saturday,Low Stock,316.9510674860081,8931.681081755709
713,Online,26.58,1,58.11,Suburban,Friday,In Stock,732.8846957770371,19480.075213753644
714,Online,90.46,1,27.59,Urban,Wednesday,Low Stock,482.7229981722885,43667.12241466521
715,Online,68.89,1,24.96,Urban,Thursday,In Stock,644.0635078957002,44369.53505893479
716,Physical,23.69,1,92.48,Rural,Wednesday,In Stock,544.6120745767088,12901.860046722231
717,Physical,49.63,0,39.51,Suburban,Thursday,In Stock,268.2252641499864,13312.019859763826
718,Physical,65.38,0,43.49,Suburban,Wednesday,In Stock,427.4172034252732,27944.53675994436
719,Online,17.51,0,78.38,Suburban,Tuesday,In Stock,713.7430055065978,12497.640026420528
720,Physical,89.42,0,40.49,Urban,Sunday,In Stock,348.90526613585723,31199.108897868355
721,Physical,82.32,0,95.69,Suburban,Monday,In Stock,511.2317007194261,42084.59360322315
722,Online,55.47,0,76.41,Suburban,Monday,In Stock,596.3577361965034,33079.96362682004
723,Online,97.04,0,63.77,Suburban,Sunday,Low Stock,308.1250395529233,29900.45383821568
724,Physical,47.6,0,89.28,Urban,Tuesday,In Stock,490.7050086579408,23357.55841211798
725,Online,98.57,0,14.46,Urban,Thursday,In Stock,47.10727920745964,4643.364511479296
726,Physical,70.11,0,33.14,Urban,Sunday,In Stock,291.0844594784201,20407.931454032037
727,Online,67.12,1,51.85,Rural,Friday,In Stock,454.2911597669104,30492.022643555025
728,Physical,24.94,1,30.43,Urban,Thursday,In Stock,478.6015426675745,11936.322474129309
729,Online,89.37,1,76.95,Urban,Monday,In Stock,437.2825798842936,39079.94416425932
730,Online,48.47,0,92.73,Urban,Friday,In Stock,409.5771032920518,19852.20219656575
731,Online,24.6,0,48.14,Urban,Wednesday,Out of Stock,621.5132336347169,15289.225547414037
732,Physical,11.13,1,40.79,Suburban,Friday,In Stock,685.207446917916,7626.358884196405
733,Physical,60.38,0,96.54,Suburban,Thursday,In Stock,435.7896311161686,26312.97792679426
734,Online,57.47,0,50.04,Suburban,Tuesday,In Stock,417.8190607826085,24012.06142317651
735,Online,74.74,0,54.01,Urban,Wednesday,In Stock,235.921023764185,17632.737316135186
736,Physical,90.12,0,41.65,Suburban,Thursday,In Stock,167.51072368807365,15096.066418769198
737,Online,17.15,0,91.86,Urban,Wednesday,In Stock,560.3095361722778,9609.308545354565
738,Physical,75.83,0,61.21,Urban,Friday,In Stock,337.82219295908993,25617.05689208779
739,Online,26.87,0,78.6,Urban,Monday,Out of Stock,577.2751812489024,15511.384120158007
740,Online,87.24,0,83.06,Urban,Thursday,Low Stock,375.2956366896006,32740.791344800757
741,Online,83.72,0,40.77,Urban,Tuesday,In Stock,156.64223335027,13114.087776084603
742,Online,58.67,1,49.03,Suburban,Sunday,Low Stock,484.6421117107842,28433.95269407171
743,Physical,73.92,0,86.36,Suburban,Friday,In Stock,332.1944679418445,24555.81507026115
744,Online,38.29,0,42.69,Rural,Thursday,Low Stock,110.46832625493664,4229.832212301524
745,Online,52.41,1,81.45,Urban,Tuesday,In Stock,840.7432940584633,46488.90442071178
746,Physical,83.95,0,94.69,Urban,Thursday,In Stock,315.6899274047089,26502.169405625315
747,Online,51.33,0,66.09,Urban,Friday,Low Stock,378.2097845855194,19413.50824277471
748,Online,42.2,0,76.75,Rural,Thursday,Low Stock,371.1563877639408,15662.7995636383
749,Physical,54.48,0,82.46,Suburban,Wednesday,Low Stock,368.4907045302826,20075.3735828098
750,Physical,84.54,0,86.05,Suburban,Friday,In Stock,357.3427685085883,30209.75764971605
751,Online,40.17,1,45.55,Urban,Thursday,Out of Stock,685.6863324120028,27544.019972990154
752,Physical,25.64,0,14.61,Suburban,Sunday,Out of Stock,420.0451328452321,10769.95720615175
753,Physical,74.08,0,46.17,Urban,Monday,In Stock,300.7037690765326,22276.135213189533
754,Online,84.34,0,70.64,Suburban,Thursday,In Stock,466.1173977021388,39312.34132219839
755,Online,19.06,0,50.53,Rural,Wednesday,In Stock,481.9103469464917,9185.211212800132
756,Physical,31.59,0,77.41,Rural,Tuesday,Out of Stock,546.3699395575666,17259.826390623526
757,Physical,22.78,0,42.13,Suburban,Sunday,In Stock,412.37299347870186,9393.856791444829
758,Online,41.31,0,67.13,Urban,Tuesday,In Stock,658.188350095257,27189.760742435068
759,Physical,50.53,0,26.78,Rural,Sunday,In Stock,481.55602400358464,24333.02589290113
760,Physical,77.39,0,77.44,Suburban,Tuesday,In Stock,368.7162630466633,28534.951597181276
761,Online,68.6,0,59.11,Urban,Monday,In Stock,338.1756718129274,23198.85108636682
762,Online,65.88,1,28.37,Urban,Wednesday,In Stock,422.9760543363262,27865.662459677165
763,Online,41.71,0,36.27,Urban,Friday,Out of Stock,412.7167421389199,17214.41531461435
764,Physical,85.73,0,77.37,Urban,Tuesday,In Stock,200.00303346773268,17146.260059188724
765,Online,52.42,0,53.43,Urban,Sunday,Low Stock,531.6567451425374,27869.44658037181
766,Online,98.12,1,29.44,Suburban,Wednesday,In Stock,292.7462219755614,28724.259300242087
767,Physical,67.07,0,97.05,Urban,Thursday,In Stock,649.1890376046146,43541.108752141496
768,Physical,21.36,0,74.36,Urban,Monday,In Stock,616.1415710762583,13160.783958188877
769,Online,70.86,1,96.14,Suburban,Wednesday,In Stock,292.1613349870307,20702.552197181
770,Physical,39.26,1,48.44,Rural,Wednesday,In Stock,431.30765501509495,16933.138535892627
771,Online,71.77,0,52.76,Suburban,Friday,Out of Stock,139.7194893281739,10027.66774908304
772,Physical,16.27,0,90.82,Urban,Wednesday,In Stock,495.2901945681101,8058.371465623151
773,Online,25.74,1,57.25,Rural,Friday,In Stock,461.049832581062,11867.422690636537
774,Online,87.02,1,73.66,Rural,Monday,In Stock,468.00674903818407,40725.947301302775
775,Physical,30.45,1,32.7,Urban,Monday,In Stock,527.2164658393725,16053.741384808893
776,Online,85.33,0,50.21,Urban,Thursday,Out of Stock,375.81899180288895,32068.634570540515
777,Online,35.13,0,21.11,Suburban,Friday,In Stock,415.45504173260383,14594.935616066374
778,Physical,67.86,0,28.54,Rural,Friday,In Stock,295.5390931855165,20055.282863569148
779,Physical,72.47,1,10.08,Rural,Tuesday,In Stock,566.8356949269344,41078.582811354936
780,Physical,56.14,0,13.53,Rural,Tuesday,In Stock,352.8522633858502,19809.126066481636
781,Physical,37.48,0,97.96,Suburban,Thursday,In Stock,556.6888482497426,20864.69803240035
782,Online,29.14,1,31.81,Suburban,Monday,In Stock,476.2859079931957,13878.971358921724
783,Online,12.99,0,69.7,Urban,Saturday,In Stock,476.3436484330372,6187.703993145153
784,Online,37.36,1,85.52,Urban,Tuesday,In Stock,717.3301018392101,26799.45260471289
785,Online,68.78,0,59.56,Urban,Wednesday,In Stock,449.45959978348594,30913.831273108164
786,Physical,94.45,0,23.78,Suburban,Monday,Low Stock,374.1428738949,35337.794439373305
787,Online,88.41,0,75.53,Suburban,Saturday,In Stock,389.5161593302816,34437.12364639019
788,Online,78.95,1,64.02,Suburban,Wednesday,Low Stock,412.4047162560455,32559.352348414788
789,Online,80.96,0,75.81,Urban,Sunday,Low Stock,419.3610278770317,33951.46881692449
790,Physical,69.85,0,79.28,Suburban,Friday,In Stock,406.054939779606,28362.937543605472
791,Online,33.43,1,97.79,Urban,Monday,In Stock,765.113513407377,25577.74475320861
792,Online,91.65,0,61.62,Urban,Sunday,In Stock,435.8981826852044,39950.06844309898
793,Online,70.37,0,40.75,Suburban,Thursday,Low Stock,318.3493653616212,22402.24484049729
794,Physical,60.44,0,68.36,Suburban,Friday,In Stock,600.910963981474,36319.05866304028
795,Online,19.99,0,16.16,Rural,Friday,In Stock,581.189726762152,11617.982637975418
796,Physical,50.23,0,90.77,Urban,Wednesday,In Stock,507.5034339431071,25491.89748696227
797,Physical,51.43,0,20.74,Urban,Sunday,Out of Stock,428.5493275057939,22040.29191362298
798,Online,87.81,0,39.51,Urban,Friday,In Stock,302.2346886980183,26539.22801457299
799,Physical,59.2,0,83.42,Urban,Tuesday,In Stock,461.83939928042935,27340.89243740142
800,Physical,44.24,0,63.76,Rural,Monday,In Stock,663.994505647301,29375.1169298366
801,Physical,97.91,0,45.43,Suburban,Tuesday,In Stock,299.9354460990691,29366.679527559856
802,Online,19.96,0,52.61,Rural,Wednesday,In Stock,451.2631639368941,9007.212752180403
803,Online,48.03,0,86.91,Urban,Saturday,Low Stock,402.91803230713913,19352.15309171189
804,Physical,13.78,0,40.6,Rural,Wednesday,Low Stock,434.26030795477726,5984.10704361683
805,Online,76.59,0,88.27,Urban,Monday,Low Stock,457.42545009181737,35034.21522253229
806,Physical,92.63,0,17.93,Rural,Friday,In Stock,177.5036327680943,16442.161503308573
807,Physical,35.2,1,79.91,Urban,Sunday,In Stock,669.9493716612777,23582.217882476976
808,Physical,87.25,0,86.28,Urban,Sunday,In Stock,460.8246284961373,40206.94883628798
809,Online,36.3,1,26.36,Suburban,Thursday,In Stock,728.5413530432289,26446.051115469207
810,Online,91.97,1,48.73,Rural,Wednesday,In Stock,343.7176766311643,31611.71471976818
811,Physical,77.86,0,24.89,Urban,Monday,In Stock,136.41493926667695,10621.267171303469
812,Physical,82.44,0,73.59,Urban,Thursday,In Stock,537.8802065330727,44342.84422658652
813,Online,11.62,0,58.18,Rural,Friday,In Stock,429.97991776809295,4996.36664446524
814,Physical,96.65,1,67.18,Urban,Saturday,In Stock,246.4421292544208,23818.63179243977
815,Physical,75.4,0,27.68,Urban,Wednesday,Out of Stock,468.1050259966898,35295.118960150416
816,Online,37.43,0,29.06,Urban,Saturday,In Stock,533.738152773748,19977.819058321387
817,Online,84.65,0,13.73,Urban,Monday,Out of Stock,279.66903412261814,23673.983738479623
818,Online,35.34,1,38.99,Rural,Saturday,Low Stock,549.2979002546526,19412.187794999427
819,Online,88.55,1,60.38,Suburban,Saturday,In Stock,386.9145982604746,34261.287675965024
820,Online,20.13,0,87.21,Suburban,Monday,In Stock,538.8823975005662,10847.702661686397
821,Physical,73.33,0,70.02,Rural,Monday,In Stock,355.0806825724584,26038.066453038373
822,Online,58.66,0,49.19,Urban,Wednesday,Low Stock,388.32846189692776,22779.34757487378
823,Online,18.69,0,95.78,Urban,Saturday,In Stock,488.7000108060578,9133.80320196522
824,Online,31.77,1,74.73,Urban,Thursday,Out of Stock,556.2421484027544,17671.81305475551
825,Online,11.12,0,93.71,Urban,Monday,In Stock,437.3081751135804,4862.866907263014
826,Physical,52.19,0,57.48,Urban,Friday,Low Stock,440.08774521003136,22968.179422511537
827,Online,37.11,0,33.3,Rural,Saturday,Low Stock,444.5251201084327,16496.327207223938
828,Online,63.85,1,14.75,Suburban,Monday,In Stock,583.8765436265179,37280.51731055317
829,Physical,36.75,1,75.35,Urban,Thursday,In Stock,659.6304922032559,24241.420588469657
830,Online,36.99,0,20.92,Suburban,Sunday,In Stock,356.7707933084622,13196.951644480016
831,Online,76.89,1,37.25,Suburban,Wednesday,In Stock,385.3494998300267,29629.52304193075
832,Online,14.33,0,57.92,Rural,Saturday,In Stock,614.3672312511101,8803.882423828407
833,Online,91.26,0,60.8,Rural,Sunday,Low Stock,324.9512626545001,29655.052229849683
834,Online,86.7,0,64.05,Suburban,Monday,In Stock,382.4785919211598,33160.89391956456
835,Online,70.1,0,24.96,Suburban,Monday,Out of Stock,342.27447735379354,23993.440862500924
836,Online,63.39,0,44.18,Suburban,Friday,Low Stock,341.2305734809999,21630.606052960586
837,Physical,90.31,1,65.55,Suburban,Friday,In Stock,361.4356708927001,32641.255438319746
838,Online,26.68,0,97.28,Urban,Saturday,Out of Stock,542.2237796040034,14466.53043983481
839,Online,17.11,0,75.49,Urban,Sunday,In Stock,498.5678715377941,8530.496282011658
840,Physical,31.56,0,93.03,Suburban,Sunday,Low Stock,467.3880716225475,14750.767540407598
841,Online,81.51,0,78.6,Urban,Monday,In Stock,555.7613930862475,45300.111150460034
842,Physical,13.12,1,63.25,Urban,Saturday,In Stock,693.0510151646056,9092.829318959624
843,Online,62.45,0,27.28,Suburban,Monday,In Stock,320.45485488916654,20012.40568782845
844,Physical,99.59,0,70.0,Urban,Friday,In Stock,241.8465683827094,24085.49974523403
845,Online,87.01,1,66.1,Suburban,Thursday,In Stock,470.5529109330933,40942.80878028845
846,Online,56.93,0,64.22,Suburban,Tuesday,In Stock,549.5513886056074,31285.96055331723
847,Online,15.73,0,54.08,Rural,Tuesday,In Stock,625.431447625574,9838.03667115028
848,Physical,84.82,0,57.58,Urban,Monday,Out of Stock,410.448908731151,34814.27643857623
849,Online,63.91,0,40.1,Urban,Sunday,In Stock,297.8621217816021,19036.36820306219
850,Online,20.34,1,56.74,Suburban,Friday,In Stock,641.8770758216621,13055.779722212606
851,Online,18.45,1,27.78,Rural,Wednesday,In Stock,533.6471888141041,9845.79063362022
852,Physical,91.87,0,82.47,Rural,Wednesday,Low Stock,354.0981398803242,32530.996110805387
853,Online,70.23,1,26.72,Urban,Tuesday,Out of Stock,534.894100805821,37565.61269959281
854,Physical,84.64,0,17.65,Urban,Thursday,In Stock,283.00038449038414,23953.152543266115
855,Online,89.11,0,49.26,Rural,Tuesday,In Stock,449.3064365996052,40037.69656539081
856,Online,61.46,0,69.25,Urban,Monday,In Stock,394.5376389549858,24248.28329017343
857,Online,56.57,0,49.39,Suburban,Thursday,In Stock,320.08889459829527,18107.428767425565
858,Online,48.74,0,34.91,Urban,Wednesday,Low Stock,450.4428486694279,21954.58444414792
859,Online,38.53,0,60.24,Urban,Sunday,In Stock,497.5108363222819,19169.09252349752
860,Online,49.11,1,41.23,Urban,Friday,Out of Stock,542.8452253164668,26659.129015291684
861,Physical,79.65,0,93.96,Urban,Friday,In Stock,426.4670162966498,33968.09784802816
862,Online,64.17,0,93.04,Suburban,Monday,Out of Stock,413.0415626648524,26504.87707620358
863,Online,90.33,0,55.21,Rural,Tuesday,In Stock,313.838604777,28349.04116950641
864,Online,49.9,0,39.51,Urban,Monday,Low Stock,501.707053582917,25035.18197378756
865,Online,64.64,0,76.34,Rural,Friday,Out of Stock,534.0507707901954,34521.04182387823
866,Online,66.82,0,13.3,Urban,Wednesday,Out of Stock,243.77834008146283,16289.268684243343
867,Online,63.25,1,52.73,Suburban,Friday,In Stock,507.18559317304846,32079.488768195315
868,Online,73.24,0,40.27,Urban,Thursday,In Stock,471.9111082881588,34562.76957102475
869,Physical,31.37,0,92.85,Rural,Sunday,In Stock,529.1159250940475,16598.36657020027
870,Physical,56.11,0,11.08,Suburban,Sunday,In Stock,260.8303600567448,14635.19150278395
871,Online,19.38,0,59.75,Suburban,Saturday,In Stock,631.1102963968871,12230.91754417167
872,Online,44.61,0,76.66,Rural,Friday,In Stock,559.0809206980479,24940.599872339917
873,Physical,53.89,1,53.65,Suburban,Friday,In Stock,434.9873918267888,23441.47054554565
874,Online,68.7,0,17.69,Rural,Sunday,In Stock,154.9839403042488,10647.396698901892
875,Online,95.55,0,97.52,Suburban,Saturday,In Stock,381.7706102296347,36478.18180744159
876,Online,64.06,0,56.62,Rural,Thursday,In Stock,347.1702902135073,22239.72879107728
877,Physical,76.92,0,65.28,Suburban,Tuesday,In Stock,192.9323745371586,14840.35824939824
878,Physical,55.56,0,31.29,Urban,Friday,In Stock,299.3997476151535,16634.649977497927
879,Online,67.07,1,53.51,Suburban,Sunday,In Stock,532.5359815034575,35717.188279436894
880,Online,16.38,0,48.62,Urban,Monday,In Stock,524.7689289089005,8595.71505552779
881,Online,32.9,1,16.74,Suburban,Friday,Out of Stock,674.9404045018662,22205.539308111394
882,Physical,42.57,0,19.55,Urban,Monday,Out of Stock,181.38125895812607,7721.400193847427
883,Online,52.52,1,85.37,Suburban,Thursday,Out of Stock,720.7192371487148,37852.174335050506
884,Online,14.11,0,31.58,Urban,Friday,Low Stock,479.3846620233811,6764.117581149907
885,Physical,22.6,0,27.55,Urban,Sunday,In Stock,427.157866404362,9653.76778073858
886,Online,34.91,0,55.44,Urban,Thursday,In Stock,333.5756163351747,11645.124766260948
887,Physical,97.44,1,79.19,Rural,Thursday,In Stock,463.848184914276,45197.36713804705
888,Online,39.82,0,15.58,Urban,Tuesday,In Stock,209.11380060064255,8326.911539917588
889,Online,53.38,0,61.91,Urban,Friday,In Stock,518.7803644597917,27692.49585486368
890,Online,27.65,0,20.73,Suburban,Monday,In Stock,293.3485934958239,8111.08861015953
891,Physical,64.97,1,13.28,Suburban,Monday,In Stock,263.59440397630897,17125.728426340793
892,Physical,35.26,0,14.75,Urban,Friday,In Stock,286.96853833173185,10118.510661576864
893,Physical,28.63,1,85.07,Urban,Saturday,Low Stock,598.3400032606502,17130.474293352414
894,Online,56.49,0,20.62,Urban,Tuesday,In Stock,437.73259410995007,24727.51424127108
895,Physical,10.5,0,14.06,Rural,Tuesday,In Stock,641.7656533621655,6738.539360302738
896,Online,10.69,0,49.41,Urban,Tuesday,In Stock,500.1456451059972,5346.55694618311
897,Online,29.72,1,85.96,Urban,Monday,In Stock,663.2436898693934,19711.60246291837
898,Physical,13.3,0,33.62,Urban,Thursday,In Stock,569.6817309072511,7576.76702106644
899,Online,19.72,1,47.95,Urban,Sunday,Out of Stock,593.9487636266094,11712.669618716738
900,Online,40.5,0,13.59,Suburban,Saturday,In Stock,430.5057627292997,17435.483390536636
901,Online,82.23,0,50.42,Urban,Tuesday,In Stock,312.62705284959685,25707.32255582235
902,Online,61.48,0,61.99,Urban,Monday,In Stock,383.4540121243469,23574.752665404845
903,Online,56.14,0,61.38,Urban,Monday,In Stock,284.28843050979026,15959.952488819625
904,Online,36.41,1,39.92,Urban,Thursday,Low Stock,567.3093197924669,20655.73233364372
905,Online,93.86,1,38.4,Urban,Friday,In Stock,444.1275704648058,41685.81376382667
906,Physical,45.73,1,19.6,Rural,Friday,Low Stock,401.3172152259718,18352.23625228369
907,Physical,17.84,1,43.01,Suburban,Sunday,Out of Stock,426.7529365810671,7613.272388606237
908,Online,65.54,0,18.95,Rural,Sunday,Low Stock,276.5549357704696,18125.41049039658
